Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Carla,1038,8/8/2014,"Mitchell, Connor",703.55,187.01,87,890.56,Persona,,,,
Maria,1039,8/8/2014,Wapato Cnia,302.07,80.29,66,382.36,Empresa,,,,
Pedro,1040,8/8/2014,Round Ventures,195.96,52.09,70,248.05,Empresa,,,,
Carla,1041,8/9/2014,Rochester Cnia,636.63,169.23,103,805.86,Empresa,,,,
Juan,1042,8/9/2014,"Kelly, Chase",484.65,128.82,58,613.47,Persona,,,,
Pedro,1043,8/9/2014,South Portland Cnia,276.26,73.43,71,349.69,Empresa,,,,
John,1044,8/9/2014,"Griffin, Zachary",710.24,188.79,116,899.03,Persona,,,,
Alfonso,1045,8/9/2014,"Johnson, Dalton",345.08,91.73,86,436.81,Persona,,,,
Penelope,1046,8/9/2014,Gold Coast Accesorios,521.93,138.73,69,660.66,Empresa,,,,
Carla,1047,8/9/2014,"Pal, Ricardo",105.15,27.95,69,133.1,Persona,,,,
Carla,1048,8/10/2014,"Arthur, Jermaine",682.52,181.42,73,863.94,Persona,,,,
Juan,1049,8/10/2014,Boulder Cnia,141.48,37.6,76,179.08,Empresa,,,,
Juan,1050,8/10/2014,"Garcia, James",802.01,213.18,67,1015.19,Persona,,,,
Alfonso,1051,8/10/2014,"Gonzales, Caleb",673.91,179.14,57,853.05,Persona,,,,
Luis,1052,8/10/2014,"Adams, Fernando",260.01,69.11,71,329.12,Persona,,,,
John,1053,8/11/2014,"Griffin, Zachary",806.78,214.46,56,1021.24,Persona,,,,
Pedro,1054,8/12/2014,Rochester Cnia,145.3,38.62,117,183.92,Empresa,,,,
Juan,1055,8/12/2014,"Ana, Maria",669.13,177.87,84,847,Persona,,,,
Pedro,1056,8/13/2014,Englewood Cnia,473.18,125.77,99,598.95,Empresa,,,,
Luis,1057,8/13/2014,"Ross, Christian",535.31,142.29,105,677.6,Persona,,,,
Penelope,1058,8/13/2014,Transportes Pampa,135.74,36.08,87,171.82,Empresa,,,,
Penelope,1059,8/14/2014,"Gonzales, Caleb",158.68,42.18,100,200.86,Persona,,,,
John,1060,8/14/2014,"Bebbington, Mark",719.8,191.33,56,911.13,Persona,,,,
Maria,1061,8/14/2014,"Kelly, Chase",393.84,104.68,61,498.52,Persona,,,,
Maria,1062,8/14/2014,"Richardson, Juan",679.65,180.66,73,860.31,Persona,,,,
Luz,1063,8/14/2014,Sunbury Cnia,216.99,57.68,112,274.67,Empresa,,,,
Laura,1064,8/15/2014,Englewood Cnia,334.57,88.93,112,423.5,Empresa,,,,
Laura,1065,8/15/2014,"Kumar, Leonard",324.06,86.13,82,410.19,Persona,,,,
Juan,1066,8/15/2014,"Alonso, Julio",802.01,213.18,69,1015.19,Persona,,,,
Luz,1067,8/15/2014,"Ortega, Marvin",346.04,91.98,97,438.02,Persona,,,,
Maria,1068,8/16/2014,"Bryant, Seth",135.74,36.08,63,171.82,Persona,,,,
John,1069,8/16/2014,Madridia Cnia,326.92,86.9,104,413.82,Empresa,,,,
Maria,1070,8/16/2014,"Gonzales, Caleb",325.97,86.64,101,412.61,Persona,,,,
Luz,1071,8/16/2014,Boulder Cnia,419.65,111.54,83,531.19,Empresa,,,,
Luis,1072,8/16/2014,"Diaz, Gabriel",487.51,129.59,103,617.1,Persona,,,,
Juan,1073,8/16/2014,"Washington, Jose",223.69,59.45,110,283.14,Persona,,,,
Laura,1074,8/17/2014,"Alonso, Julio",407.22,108.24,98,515.46,Persona,,,,
Penelope,1075,8/17/2014,Holyoke Producciones,305.89,81.31,90,387.2,Empresa,,,,
John,1076,8/17/2014,Round Ventures,319.28,84.86,63,404.14,Empresa,,,,
Laura,1077,8/17/2014,"Perez, Jeremy",836.42,222.33,108,1058.75,Persona,,,,
Maria,1078,8/17/2014,"Mitchell, Connor",522.88,138.99,118,661.87,Persona,,,,
Alfonso,1079,8/18/2014,Longview Cnia,274.35,72.92,55,347.27,Empresa,,,,
Alfonso,1080,8/18/2014,"Ward, Jeremy",682.52,181.42,55,863.94,Persona,,,,
Luis,1081,8/18/2014,Leo Seguros,236.11,62.76,80,298.87,Empresa,,,,
Alfonso,1082,8/18/2014,"Griffin, Zachary",141.48,37.6,89,179.08,Persona,,,,
Laura,1083,8/19/2014,"Gray, Isaiah",663.4,176.34,62,839.74,Persona,,,,
Luz,1084,8/19/2014,Kolkata Cnia,224.64,59.71,69,284.35,Empresa,,,,
Alfonso,1085,8/19/2014,"Reed, Richard",130.96,34.81,86,165.77,Persona,,,,
Alfonso,1086,8/20/2014,"Gray, Isaiah",213.17,56.66,112,269.83,Persona,,,,
Luis,1087,8/20/2014,"Mitchell, Connor",827.81,220.05,93,1047.86,Persona,,,,
Maria,1088,8/20/2014,"Mitchell, Connor",843.11,224.11,84,1067.22,Persona,,,,
Luis,1089,8/20/2014,"Johnson, Benjamin",834.51,221.82,96,1056.33,Persona,,,,
Luis,1090,8/20/2014,Congo Mongo Estudio,746.56,198.45,106,945.01,Empresa,,,,
Alfonso,1091,8/20/2014,Geelong Cnia,493.25,131.11,119,624.36,Empresa,,,,
Laura,1092,8/20/2014,"Morris, Timothy",301.11,80.04,95,381.15,Persona,,,,
Luis,1093,8/20/2014,Buffalo Cnia,746.56,198.45,80,945.01,Empresa,,,,
Carla,1094,8/20/2014,"Liu, Louis",208.39,55.39,57,263.78,Persona,,,,
John,1095,8/21/2014,"Evans, Devin",240.89,64.03,89,304.92,Persona,,,,
Juan,1096,8/21/2014,"Kelly, Chase",688.25,182.95,81,871.2,Persona,,,,
Luis,1097,8/21/2014,"Smith, Jonathan",432.07,114.85,107,546.92,Persona,,,,
Maria,1098,8/21/2014,"Diaz, Gabriel",271.48,72.16,83,343.64,Persona,,,,
Maria,1099,8/22/2014,Dallas Producciones,715.02,190.06,89,905.08,Empresa,,,,
Maria,1100,8/22/2014,"Washington, Jack",170.16,45.22,66,215.38,Persona,,,,
Laura,1101,8/23/2014,Oregon Cnia,151.04,40.14,68,191.18,Empresa,,,,
Maria,1102,8/24/2014,Grupo 3 Estudio de Abogados,604.13,160.59,73,764.72,Empresa,,,,
Pedro,1103,8/24/2014,Lancaster Vestimenta,729.36,193.87,109,923.23,Empresa,,,,
Pedro,1104,8/24/2014,"Morris, Timothy",101.33,26.93,60,128.26,Persona,,,,
Penelope,1105,8/25/2014,"Bebbington, Mark",371.85,98.84,79,470.69,Persona,,,,
Alfonso,1106,8/25/2014,"Gonzales, Caleb",557.29,148.14,80,705.43,Persona,,,,
John,1107,8/25/2014,"Smith, Julio",366.11,97.32,97,463.43,Persona,,,,
Maria,1108,8/25/2014,Oregon Cnia,618.47,164.4,105,782.87,Empresa,,,,
Penelope,1109,8/26/2014,"Edwards, Nathan",331.7,88.17,110,419.87,Persona,,,,
Luz,1110,8/26/2014,Charles Cnia,219.86,58.44,79,278.3,Empresa,,,,
Penelope,1111,8/26/2014,Burbank Cnia,157.73,41.92,71,199.65,Empresa,,,,
Pedro,1112,8/26/2014,Englewood Cnia,733.18,194.89,98,928.07,Empresa,,,,
Luz,1113,8/27/2014,"Torres, Isaiah",755.17,200.73,81,955.9,Persona,,,,
Juan,1114,8/27/2014,"Hernandez, Micheal",634.72,168.72,95,803.44,Persona,,,,
Maria,1115,8/27/2014,"Torres, Isaiah",575.46,152.96,75,728.42,Persona,,,,
Juan,1116,8/27/2014,"Evans, Noah",629.94,167.45,69,797.39,Persona,,,,
Juan,1117,8/28/2014,"Ramos, Dwayne",285.82,75.97,89,361.79,Persona,,,,
Penelope,1118,8/28/2014,"Martinez, Marco",400.53,106.46,99,506.99,Persona,,,,
Luz,1119,8/28/2014,"Ward, Jeremy",534.35,142.04,73,676.39,Persona,,,,
Pedro,1120,8/28/2014,Semillas Santo Mongo,670.09,178.12,76,848.21,Empresa,,,,
Penelope,1121,8/28/2014,"Zeng, Omar",108.98,28.96,84,137.94,Persona,,,,
John,1122,8/28/2014,Madridia Cnia,97.51,25.91,71,123.42,Empresa,,,,
Alfonso,1123,8/29/2014,Buffalo Cnia,609.87,162.11,99,771.98,Empresa,,,,
Alfonso,1124,8/29/2014,Trenton Cnia,113.76,30.23,95,143.99,Empresa,,,,
Penelope,1125,8/29/2014,Oleagi Agropecuaria,170.16,45.22,86,215.38,Empresa,,,,
Laura,1126,8/29/2014,Charles Cnia,860.31,228.69,96,1089,Empresa,,,,
Laura,1127,8/30/2014,"Zeng, Omar",668.18,177.61,120,845.79,Persona,,,,
Carla,1128,8/30/2014,"Hill, Lucas",100.37,26.68,110,127.05,Persona,,,,
Pedro,1129,8/30/2014,"Diaz, Byron",115.67,30.74,69,146.41,Persona,,,,
Juan,1130,8/31/2014,Burbank Cnia,561.12,149.15,109,710.27,Empresa,,,,
John,1131,8/31/2014,"Johnson, Benjamin",348.91,92.74,108,441.65,Persona,,,,
Luz,1132,8/31/2014,"Evans, Noah",623.25,165.67,78,788.92,Persona,,,,
John,1133,8/31/2014,Burbank Cnia,216.04,57.42,70,273.46,Empresa,,,,
Luis,1134,8/31/2014,"Coleman, James",598.4,159.06,96,757.46,Persona,,,,
Carla,1135,9/1/2014,"Anderson, Nicholas",594.57,158.05,106,752.62,Persona,,,,
Maria,1136,9/1/2014,"Morgan, Brian",114.71,30.49,82,145.2,Persona,,,,
Pedro,1137,9/1/2014,Paris Cnia,823.99,219.03,90,1043.02,Empresa,,,,
Laura,1138,9/1/2014,Kiela Cnia,717.89,190.82,105,908.71,Empresa,,,,
Carla,1139,9/1/2014,Holyoke Producciones,487.51,129.59,96,617.1,Empresa,,,,
Luz,1140,9/1/2014,Coffs Harbour Cnia,505.68,134.41,86,640.09,Empresa,,,,
Luis,1141,9/2/2014,"Green, James",215.08,57.17,105,272.25,Persona,,,,
Laura,1142,9/2/2014,Rochester Cnia,175.89,46.75,79,222.64,Empresa,,,,
Alfonso,1143,9/3/2014,"Adams, Wyatt",758.03,201.5,109,959.53,Persona,,,,
Juan,1144,9/3/2014,Holyoke Producciones,667.22,177.36,96,844.58,Empresa,,,,
Luis,1145,9/3/2014,"Edwards, Nathan",483.69,128.57,90,612.26,Persona,,,,
Juan,1146,9/3/2014,Geelong Cnia,626.12,166.43,112,792.55,Empresa,,,,
John,1147,9/3/2014,"Smith, Julio",374.72,99.6,63,474.32,Persona,,,,
Juan,1148,9/3/2014,"Zeng, Omar",737.96,196.16,104,934.12,Persona,,,,
Penelope,1149,9/3/2014,Falmouth Cnia,808.7,214.96,109,1023.66,Empresa,,,,
Luz,1150,9/4/2014,Paris Cnia,750.39,199.46,59,949.85,Empresa,,,,
Luz,1151,9/4/2014,Charleston Cnia,336.48,89.44,83,425.92,Empresa,,,,
Carla,1152,9/4/2014,"Evans, Devin",167.29,44.46,73,211.75,Persona,,,,
Carla,1153,9/4/2014,Coffs Harbour Cnia,819.21,217.76,110,1036.97,Empresa,,,,
Juan,1154,9/5/2014,"Miller, Seth",191.18,50.82,79,242,Persona,,,,
Luis,1155,9/5/2014,Viga Ingenieros,183.54,48.78,119,232.32,Empresa,,,,
Penelope,1156,9/5/2014,"Kumar, Kevin",198.83,52.85,74,251.68,Persona,,,,
Juan,1157,9/5/2014,"Torres, Isaiah",130.01,34.55,98,164.56,Persona,,,,
Alfonso,1158,9/6/2014,"Johnson, Austin",675.83,179.64,60,855.47,Persona,,,,
Juan,1159,9/6/2014,"Johnson, Austin",146.26,38.87,108,185.13,Persona,,,,
Luis,1160,9/6/2014,"Rivera, Adrian",548.69,145.85,57,694.54,Persona,,,,
Penelope,1161,9/6/2014,"Ortega, Marvin",355.6,94.52,73,450.12,Persona,,,,
Luz,1162,9/6/2014,"Miller, Seth",645.24,171.51,90,816.75,Persona,,,,
Laura,1163,9/7/2014,"Lewis, Charles",372.81,99.09,99,471.9,Persona,,,,
Carla,1164,9/8/2014,"Johnson, Benjamin",210.3,55.9,108,266.2,Persona,,,,
Penelope,1165,9/8/2014,South Portland Cnia,610.83,162.36,113,773.19,Empresa,,,,
Alfonso,1166,9/8/2014,"Evans, Devin",671.05,178.37,81,849.42,Persona,,,,
Alfonso,1167,9/8/2014,Lake Oswego Cnia,740.83,196.92,106,937.75,Empresa,,,,
Alfonso,1168,9/8/2014,"Anderson, Nicholas",676.78,179.9,68,856.68,Persona,,,,
Luis,1169,9/9/2014,"Bryant, Seth",804.87,213.95,83,1018.82,Persona,,,,
Luis,1170,9/9/2014,Kolkata Cnia,412,109.51,117,521.51,Empresa,,,,
John,1171,9/9/2014,Viga Ingenieros,424.42,112.82,74,537.24,Empresa,,,,
Luz,1172,9/9/2014,Grupo Ases,846.93,225.13,77,1072.06,Empresa,,,,
Luz,1173,9/9/2014,"Johnson, Dalton",487.51,129.59,59,617.1,Persona,,,,
John,1174,9/9/2014,"Ward, Jeremy",528.62,140.51,82,669.13,Persona,,,,
Maria,1175,9/9/2014,"Liu, Louis",814.43,216.49,90,1030.92,Persona,,,,
Carla,1176,9/10/2014,"Washington, Jack",834.51,221.82,100,1056.33,Persona,,,,
Maria,1177,9/10/2014,Falmouth Cnia,585.97,155.76,58,741.73,Empresa,,,,
Luis,1178,9/10/2014,"Ana, Maria",128.1,34.04,65,162.14,Persona,,,,
Luz,1179,9/10/2014,"Ana, Maria",734.14,195.14,62,929.28,Persona,,,,
Alfonso,1180,9/11/2014,"Coleman, James",757.08,201.24,78,958.32,Persona,,,,
Luis,1181,9/11/2014,"Adams, Wyatt",645.24,171.51,118,816.75,Persona,,,,
Luz,1182,9/11/2014,Lake Oswego Cnia,750.39,199.46,83,949.85,Empresa,,,,
Luis,1183,9/11/2014,"Ana, Maria",487.51,129.59,72,617.1,Persona,,,,
Laura,1184,9/12/2014,Rochester Cnia,220.82,58.69,70,279.51,Empresa,,,,
Maria,1185,9/12/2014,Sunbury Cnia,95.59,25.41,111,121,Empresa,,,,
Juan,1186,9/12/2014,"Ramos, Dwayne",694.94,184.73,91,879.67,Persona,,,,
Maria,1187,9/12/2014,Paris Cnia,118.54,31.5,100,150.04,Empresa,,,,
Carla,1188,9/12/2014,Viga Ingenieros,664.36,176.59,102,840.95,Empresa,,,,
Maria,1189,9/12/2014,"Kumar, Kevin",656.71,174.56,78,831.27,Persona,,,,
Pedro,1190,9/13/2014,"Evans, Devin",823.03,218.78,101,1041.81,Persona,,,,
Penelope,1191,9/13/2014,South Portland Cnia,417.73,111.04,111,528.77,Empresa,,,,
Alfonso,1192,9/14/2014,"Zeng, Omar",195.96,52.09,61,248.05,Persona,,,,
Laura,1193,9/14/2014,"Johnson, Dalton",452.15,120.18,120,572.33,Persona,,,,
Carla,1194,9/14/2014,"Bryant, Seth",701.64,186.5,72,888.14,Persona,,,,
Luis,1195,9/14/2014,"Evans, Devin",257.14,68.35,103,325.49,Persona,,,,
Carla,1196,9/14/2014,Corda Empresa de Correos,772.37,205.31,64,977.68,Empresa,,,,
Juan,1197,9/14/2014,"Miller, Seth",408.17,108.5,94,516.67,Persona,,,,
Luz,1198,9/15/2014,South Portland Cnia,812.52,215.98,117,1028.5,Empresa,,,,
Luz,1199,9/15/2014,"Liu, Louis",748.47,198.96,107,947.43,Persona,,,,
Laura,1200,9/16/2014,"Johnson, Benjamin",487.51,129.59,88,617.1,Persona,,,,
Juan,1201,9/16/2014,"Mitchell, Connor",613.69,163.13,91,776.82,Persona,,,,
Luis,1202,9/16/2014,"Jackson, Noah",801.05,212.93,87,1013.98,Persona,,,,
Carla,1203,9/16/2014,"Washington, Jose",376.63,100.11,114,476.74,Persona,,,,
Carla,1204,9/17/2014,Kolkata Cnia,109.93,29.22,116,139.15,Empresa,,,,
Juan,1205,9/17/2014,"Bebbington, Mark",637.59,169.48,84,807.07,Persona,,,,
Penelope,1206,9/18/2014,Holyoke Producciones,330.75,87.91,80,418.66,Empresa,,,,
Pedro,1207,9/18/2014,"Johnson, Benjamin",239.94,63.77,97,303.71,Persona,,,,
Luis,1208,9/18/2014,"Perez, Jeremy",586.93,156.01,67,742.94,Persona,,,,
John,1209,9/18/2014,"Bebbington, Mark",295.38,78.51,116,373.89,Persona,,,,
Luz,1210,9/18/2014,Semillas Santo Mongo,804.87,213.95,111,1018.82,Empresa,,,,
Penelope,1211,9/18/2014,"Kumar, Leonard",269.57,71.65,75,341.22,Persona,,,,
Pedro,1212,9/18/2014,"Diaz, Gabriel",121.4,32.27,87,153.67,Persona,,,,
Juan,1213,9/19/2014,Victoria Cnia,710.24,188.79,100,899.03,Empresa,,,,
Pedro,1214,9/19/2014,Grupo Ases,549.65,146.1,73,695.75,Empresa,,,,
Penelope,1215,9/20/2014,Charleston Cnia,716.93,190.57,106,907.5,Empresa,,,,
Laura,1216,9/20/2014,"Edwards, Nathan",250.45,66.57,78,317.02,Persona,,,,
Laura,1217,9/21/2014,Grupo Ases,137.65,36.59,117,174.24,Empresa,,,,
Penelope,1218,9/21/2014,Greenville Cnia,595.53,158.3,56,753.83,Empresa,,,,
Luis,1219,9/21/2014,Gold Coast Accesorios,758.99,201.75,87,960.74,Empresa,,,,
Maria,1220,9/21/2014,"Martinez, Marco",425.38,113.07,112,538.45,Persona,,,,
Pedro,1221,9/22/2014,"Hernandez, Micheal",821.12,218.27,88,1039.39,Persona,,,,
Penelope,1222,9/22/2014,Boulder Cnia,655.75,174.31,74,830.06,Empresa,,,,
Juan,1223,9/22/2014,"Kumar, Leonard",130.01,34.55,71,164.56,Persona,,,,
Luis,1224,9/22/2014,Dallas Producciones,143.39,38.11,68,181.5,Empresa,,,,
Pedro,1225,9/22/2014,"Rivera, Adrian",668.18,177.61,113,845.79,Persona,,,,
Alfonso,1226,9/22/2014,"Turner, Richard",225.6,59.96,86,285.56,Persona,,,,
Luz,1227,9/23/2014,Holyoke Producciones,355.6,94.52,58,450.12,Empresa,,,,
Laura,1228,9/23/2014,"Ward, Jeremy",670.09,178.12,76,848.21,Persona,,,,
Luis,1229,9/23/2014,"Green, James",828.77,220.3,86,1049.07,Persona,,,,
Juan,1230,9/23/2014,"Bailey, Angel",317.36,84.36,93,401.72,Persona,,,,
Luis,1231,9/23/2014,"Ramos, Dwayne",387.14,102.91,62,490.05,Persona,,,,
Luis,1232,9/23/2014,Grupo 3 Estudio de Abogados,852.67,226.65,78,1079.32,Empresa,,,,
Penelope,1233,9/23/2014,"Chen, Dylan",641.41,170.5,97,811.91,Persona,,,,
Alfonso,1234,9/23/2014,Gold Coast Accesorios,669.13,177.87,61,847,Empresa,,,,
Alfonso,1235,9/24/2014,"Kumar, Kevin",210.3,55.9,64,266.2,Persona,,,,
Laura,1236,9/24/2014,Congo Mongo Estudio,627.08,166.68,88,793.76,Empresa,,,,
Luis,1237,9/25/2014,Rochester Cnia,392.88,104.43,98,497.31,Empresa,,,,
John,1238,9/26/2014,"Ross, Christian",263.83,70.13,83,333.96,Persona,,,,
Pedro,1239,9/26/2014,Holyoke Producciones,264.79,70.38,59,335.17,Empresa,,,,
Pedro,1240,9/26/2014,Orlando Cnia,780.98,207.59,111,988.57,Empresa,,,,
Penelope,1241,9/26/2014,"Smith, Jonathan",305.89,81.31,110,387.2,Persona,,,,
Carla,1242,9/26/2014,"Griffin, Zachary",737.96,196.16,117,934.12,Persona,,,,
Laura,1243,9/26/2014,"Washington, Jose",528.62,140.51,101,669.13,Persona,,,,
Luis,1244,9/27/2014,Madridia Cnia,521.93,138.73,64,660.66,Empresa,,,,
Luz,1245,9/27/2014,"Turner, Richard",753.25,200.23,108,953.48,Persona,,,,
Alfonso,1246,9/27/2014,"Hernandez, Micheal",340.31,90.45,64,430.76,Persona,,,,
Luis,1247,9/27/2014,Holyoke Producciones,491.34,130.6,98,621.94,Empresa,,,,
Pedro,1248,9/28/2014,Boulder Cnia,552.52,146.86,100,699.38,Empresa,,,,
Juan,1249,9/28/2014,"Rodriguez, Thomas",370.89,98.59,105,469.48,Persona,,,,
Juan,1250,9/28/2014,"Zeng, Omar",424.42,112.82,56,537.24,Persona,,,,
Luis,1251,9/28/2014,"Reed, Richard",703.55,187.01,104,890.56,Persona,,,,
Penelope,1252,9/28/2014,"Bailey, Angel",569.72,151.44,63,721.16,Persona,,,,
Pedro,1253,9/28/2014,Viga Ingenieros,360.38,95.79,84,456.17,Empresa,,,,
Alfonso,1254,9/28/2014,"Adams, Wyatt",794.36,211.15,81,1005.51,Persona,,,,
Luis,1255,9/28/2014,Jota Cnia,116.62,31,59,147.62,Empresa,,,,
Laura,1256,9/28/2014,"Adams, Wyatt",560.16,148.9,119,709.06,Persona,,,,
Juan,1257,9/29/2014,Grupo Ases,455.01,120.95,56,575.96,Empresa,,,,
Juan,1258,9/29/2014,Fiorilo Transportes y Correo,161.55,42.94,81,204.49,Empresa,,,,
Alfonso,1259,9/30/2014,"Mitchell, Connor",764.72,203.28,80,968,Persona,,,,
Luz,1260,9/30/2014,Transportes Pampa,204.57,54.37,92,258.94,Empresa,,,,
Luz,1261,9/30/2014,Kolkata Cnia,115.67,30.74,91,146.41,Empresa,,,,
Luis,1262,9/30/2014,"Miller, Seth",98.46,26.17,57,124.63,Persona,,,,
Pedro,1263,9/30/2014,"Morris, Timothy",594.57,158.05,83,752.62,Persona,,,,
Alfonso,1264,9/30/2014,"Coleman, James",741.78,197.18,70,938.96,Persona,,,,
Alfonso,1265,10/1/2014,Grupo Ases,576.41,153.22,76,729.63,Empresa,,,,
Juan,1266,10/1/2014,Congo Mongo Estudio,728.4,193.62,57,922.02,Empresa,,,,
Luz,1267,10/1/2014,"Reed, Richard",196.92,52.34,65,249.26,Persona,,,,
Carla,1268,10/1/2014,Victoria Cnia,419.65,111.54,71,531.19,Empresa,,,,
John,1269,10/1/2014,Coffs Harbour Cnia,150.08,39.89,60,189.97,Empresa,,,,
Penelope,1270,10/1/2014,"Edwards, Nathan",461.7,122.73,120,584.43,Persona,,,,
Juan,1271,10/1/2014,"Kumar, Kevin",393.84,104.68,63,498.52,Persona,,,,
Pedro,1272,10/2/2014,Viga Ingenieros,163.46,43.45,59,206.91,Empresa,,,,
Alfonso,1273,10/2/2014,"Martinez, Marco",237.07,63.01,100,300.08,Persona,,,,
Juan,1274,10/2/2014,Lake Oswego Cnia,572.59,152.2,100,724.79,Empresa,,,,
Laura,1275,10/2/2014,"Ross, Christian",201.7,53.61,119,255.31,Persona,,,,
Luz,1276,10/3/2014,"Jackson, Nicholas",737.96,196.16,95,934.12,Persona,,,,
John,1277,10/3/2014,"Washington, Jose",202.66,53.86,87,256.52,Persona,,,,
Alfonso,1278,10/3/2014,"Evans, Noah",313.54,83.34,77,396.88,Persona,,,,
Carla,1279,10/3/2014,Round Ventures,639.5,169.99,99,809.49,Empresa,,,,
Alfonso,1280,10/3/2014,Lake Oswego Cnia,221.77,58.95,98,280.72,Empresa,,,,
Alfonso,1281,10/4/2014,"Rodriguez, Thomas",106.11,28.2,105,134.31,Persona,,,,
Laura,1282,10/4/2014,"Morris, Devin",785.75,208.87,91,994.62,Persona,,,,
Pedro,1283,10/4/2014,"Smith, Jonathan",511.41,135.94,108,647.35,Persona,,,,
Pedro,1284,10/4/2014,Corda Empresa de Correos,645.24,171.51,76,816.75,Empresa,,,,
John,1285,10/4/2014,Rochester Cnia,478.91,127.3,65,606.21,Empresa,,,,
Luis,1286,10/5/2014,"Green, James",294.42,78.26,89,372.68,Persona,,,,
Luis,1287,10/5/2014,"Green, James",548.69,145.85,63,694.54,Persona,,,,
Pedro,1288,10/6/2014,"Bailey, Angel",326.92,86.9,119,413.82,Persona,,,,
Penelope,1289,10/6/2014,"Bailey, Angel",654.8,174.05,111,828.85,Persona,,,,
John,1290,10/6/2014,Lancaster Vestimenta,178.76,47.51,102,226.27,Empresa,,,,
Penelope,1291,10/7/2014,Gold Coast Accesorios,821.12,218.27,93,1039.39,Empresa,,,,
Penelope,1292,10/7/2014,Canoga Parque,278.17,73.94,65,352.11,Empresa,,,,
Luz,1293,10/8/2014,Charleston Cnia,786.71,209.12,76,995.83,Empresa,,,,
Pedro,1294,10/8/2014,Semillas Santo Mongo,586.93,156.01,93,742.94,Empresa,,,,
Laura,1295,10/8/2014,"Diaz, Gabriel",123.32,32.77,79,156.09,Persona,,,,
Carla,1296,10/8/2014,Holyoke Producciones,747.52,198.7,104,946.22,Empresa,,,,
John,1297,10/8/2014,Charles Cnia,758.99,201.75,91,960.74,Empresa,,,,
Luz,1298,10/9/2014,Kolkata Cnia,433.03,115.1,96,548.13,Empresa,,,,
Pedro,1299,10/9/2014,Lancaster Vestimenta,652.88,173.55,84,826.43,Empresa,,,,
Maria,1300,10/9/2014,"Gonzales, Caleb",842.15,223.86,81,1066.01,Persona,,,,
Pedro,1301,10/9/2014,Fiorilo Transportes y Correo,737,195.91,69,932.91,Empresa,,,,
John,1302,10/10/2014,Kolkata Cnia,549.65,146.1,88,695.75,Empresa,,,,
Luz,1303,10/10/2014,"Sanchez, Eduardo",110.89,29.47,68,140.36,Persona,,,,
Alfonso,1304,10/10/2014,"Alonso, Julio",505.68,134.41,76,640.09,Persona,,,,
Carla,1305,10/10/2014,"Gao, Ronnie",269.57,71.65,112,341.22,Persona,,,,
Maria,1306,10/11/2014,Lancaster Vestimenta,781.93,207.85,99,989.78,Empresa,,,,
Luz,1307,10/11/2014,"Coleman, James",215.08,57.17,82,272.25,Persona,,,,
Luis,1308,10/11/2014,"Chen, Dylan",248.54,66.06,111,314.6,Persona,,,,
Juan,1309,10/11/2014,"Jackson, Noah",823.99,219.03,113,1043.02,Persona,,,,
John,1310,10/12/2014,"Edwards, Nathan",615.6,163.64,99,779.24,Persona,,,,
Juan,1311,10/12/2014,"Ross, Christian",122.36,32.52,62,154.88,Persona,,,,
Luz,1312,10/12/2014,"Johnson, Benjamin",368.98,98.08,90,467.06,Persona,,,,
Luz,1313,10/13/2014,Boulder Cnia,263.83,70.13,112,333.96,Empresa,,,,
Alfonso,1314,10/13/2014,"Adams, Wyatt",580.24,154.23,76,734.47,Persona,,,,
Maria,1315,10/13/2014,Paris Cnia,823.03,218.78,107,1041.81,Empresa,,,,
Maria,1316,10/14/2014,"Green, James",717.89,190.82,112,908.71,Persona,,,,
Luz,1317,10/14/2014,"Diaz, Byron",592.66,157.54,72,750.2,Persona,,,,
Juan,1318,10/14/2014,"Davis, John",769.5,204.55,98,974.05,Persona,,,,
Pedro,1319,10/14/2014,"Hernandez, Micheal",580.24,154.23,109,734.47,Persona,,,,
Alfonso,1320,10/15/2014,"Ward, Jeremy",232.29,61.74,60,294.03,Persona,,,,
Pedro,1321,10/15/2014,"Bebbington, Mark",572.59,152.2,120,724.79,Persona,,,,
John,1322,10/15/2014,Viga Ingenieros,229.42,60.98,101,290.4,Empresa,,,,
Carla,1323,10/15/2014,Holyoke Producciones,717.89,190.82,107,908.71,Empresa,,,,
Maria,1324,10/15/2014,"Mitchell, Connor",578.32,153.73,82,732.05,Persona,,,,
Luz,1325,10/15/2014,Kiela Cnia,804.87,213.95,65,1018.82,Empresa,,,,
Luis,1326,10/16/2014,"Baileya, Angela",843.11,224.11,69,1067.22,Persona,,,,
Pedro,1327,10/16/2014,Viga Ingenieros,171.11,45.48,60,216.59,Empresa,,,,
Luis,1328,10/17/2014,"Griffin, Zachary",731.27,194.38,100,925.65,Persona,,,,
Luz,1329,10/17/2014,"Gray, Isaiah",314.5,83.59,107,398.09,Persona,,,,
Laura,1330,10/18/2014,"Liu, Louis",682.52,181.42,93,863.94,Persona,,,,
Maria,1331,10/18/2014,"Gao, Ronnie",254.27,67.59,83,321.86,Persona,,,,
Luis,1332,10/18/2014,"Morgan, Brian",690.16,183.46,56,873.62,Persona,,,,
Alfonso,1333,10/19/2014,Congo Mongo Estudio,741.78,197.18,84,938.96,Empresa,,,,
Juan,1334,10/19/2014,Lake Oswego Cnia,382.36,101.64,76,484,Empresa,,,,
